product name,category,review,rating,cleaned_reviews,sentiment_score,sentiment_label
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Terima kasih barang masih segel dikirimkan, tapi kok ga ada invoice toko. Mohon dikirim via email ya.",5,terima kasih barang segel kirim invoice toko mohon kirim via email ya,11,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Pengiriman super duper cepet sellernya fast respon, dpt harga termurah se marketplace, cakep bener nih hp, jd nyesel kmrn beli poco f5. Wkwkwwk",5,kirim super duper cepat sellernya fast respon harga murah marketplace cakep nih hp sesal kemarin beli poco,9,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"good, barang baik, baru, harga bersaing",5,good barang harga saing,8,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barang sesuai dan bergaransi....,5,barang sesuai garansi,3,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,terima kasih,5,terima kasih,3,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Musim hujan telah tiba. Disarankan jaga kesehatan dan selalu bawa jas hujan.,5,musim hujan saran jaga sehat bawa jas hujan,-3,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,mantap .jangan ragu belanja di toko ini..pokoknya amanah..cuman packingya aja kurang tebel bublenya,5,mantap ragu belanja toko packingya tebal bublenya,1,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Mantap, barang Ori, pengiriman cepat, seller fast respon",5,mantap barang orisinal kirim cepat seller fast respon,12,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,mantap. beli untuk kedua kalinya dan vak kecewa,5,mantap beli kali vak kecewa,7,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Mantul,5,mantul,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"mantap. pengiriman cepat,",5,mantap kirim cepat,7,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,kamera bagus,5,kamera bagus,-2,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barangnya original mantap,5,barang original mantap,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,the best,5,the best,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,sorry kelupaan review . hp sudah digunakan dan tanpa kendala thankyou 😇,5,sorry lupa review hp kendala thankyou,-6,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Barang diterima dan berfungsi dengan baik,5,barang terima fungsi,2,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,bagus bagus,5,bagus bagus,-4,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"barang ori, ga usah ragu beli di jikalaku jamin puas",5,barang orisinal ragu beli jikalaku jamin puas,-3,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,mantap djiwaaa....,5,mantap djiwa,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,nice,5,nice,4,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Seller gercep bgt ngemasnya, bnrn yg semalem checkout trs 24jam berikutnya udah sampe di tangan. Kondisi mulus gaada yg kurang sesuai desc. Seneng bgtt, jd first time buy... ",5,seller gercep banget ngemasnya benar semalem checkout tangan kondisi mulus sesuai desc senang banget first time buy,4,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"barang sampe dengan selamat dan mulus, udah dicoba sejak barang sampe sekitar ±2 minggu ini aman dan okeeee, terimakasih seller, seller amanah dan responsif.  .",5,barang selamat mulus coba barang minggu aman oke terimakasih seller seller amanah responsif,17,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"mantap, barang sudah diterima dalam kondisi baik",5,mantap barang terima kondisi,7,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barang bagus sudah unboxing terimakasih atas pelayanan yg sangat memuaskan,5,barang bagus unboxing terimakasih layan muas,8,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Pengiriman tepat waktu dan barang sesuai.,5,kirim barang sesuai,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Barang bagus, seller rekomend banget.",5,barang bagus seller rekomend banget,-1,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Packing aman banget pake bubblewrapnya tebel, hp tentu 100% ori no abal2, segel juga masih terjaga waktu sampe, gk mengecewakan pokoknya apalagi beli pas 11.11 kmaren",5,packing aman banget pakai bubblewrapnya tebal hp orisinal no segel jaga kecewa pokok beli pas kemarin,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,packaging aman dan rapihh,5,packaging aman rapi,1,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"barang ori, seller gercep dan amanahh sukaa bangettt pokoknyaaa",5,barang orisinal seller gercep amanah suka banget pokok,11,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"bagus barang sesuai pesanan,tokonya amanah penjualnya juga baik di chat fast respon",5,bagus barang sesuai pesan toko amanah jual chat fast respon,11,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,sesuai pesanan,5,sesuai pesan,2,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barang sampai dan sesuai dengan apa yg dirincikan penjual,5,barang sesuai dirincikan jual,4,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Mantapp banget, toko terpercaya, masih segel pas nyampe, ori, samsung A54 8/256 sesuai dengan yang dipesan, semoga awet hp nya😊",5,mantap banget toko percaya segel pas orisinal samsung sesuai pes moga awet hp nya,22,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"C.o semalam , siangnya langsung nyampe dengan aman . Packaging juga ok bgt . Suka bgt deh sm ni hp 🥰 . Seller juga responsif .",5,malam siang langsung aman packaging ok banget suka banget deh nih hp seller responsif,10,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,👍👍,5,,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Gilaaaa cepet kali sampai barang sehari, barang original, bagus msh segel sesuau deskripsi",5,gila cepat kali barang hari barang original bagus segel sesuau deskripsi,-8,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"puas bgt belanja di toko ini👍 mumpung lg promo lgsg hajar ajaa wkwk. pengiriman sangat cepat, sehari lgsg sampai tujuan. packing jg aman. hp sudah di set up dan berasa s... ",5,puas banget belanja toko mumpung promo langsung hajar kirim cepat hari langsung tuju packing aman hp set up asa si,8,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"mantaf,elegant",5,mantaf elegant,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"barang sesuai, kirim cepat, layak dipercaya",5,barang sesuai kirim cepat layak percaya,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Tjakep! Keep it up!,5,tjakep keep up,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barang bagus pengiriman cepat dan aman mantappppp,5,barang bagus kirim cepat aman mantap,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"aman, barang masih segel",5,aman barang segel,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,harga paling murah dan pengiriman cepat. mantapp,5,harga murah kirim cepat mantap,11,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,everythings good,5,everythings good,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"seller terpercaya, respon cepat, packing aman, dan pengiriman cepat.. Mantap",5,seller percaya respon cepat packing aman kirim cepat mantap,11,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"barang bagus dan sesuai, pengemasan juga aman bgt bubble wrap tebel bgt 👍🏻",5,barang bagus sesuai emas aman banget bubble wrap tebal banget,3,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Barang ori sesuai deskripsi. Respon penjual cepat, pengiriman aman. HP-nya juga cakep. Recommended. 👍",5,barang orisinal sesuai deskripsi respon jual cepat kirim aman cakep recommended,11,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barang sesuai pesanan.,5,barang sesuai pesan,2,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,trusted. barang aman datang dengan selamat. Terimakasih seller!!👍👍,4,trusted barang aman selamat terimakasih seller,10,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,👍.,4,,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Pas banget, pas lg promo beli skalian deh sama adapternya. Minta dikirim instan, eh 2 jam sampe.. Mantaaaff 😁",5,pas banget pas promo beli skalian deh adapternya kirim instan eh jam mantaaaf,11,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,mantap. lengkap semua,5,mantap lengkap,4,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"terimakasih barang ori, pelayanan mantap",5,terimakasih barang orisinal layan mantap,13,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Recommended seller, fast respond, good packaging, good product.",5,recommended seller fast respond good packaging good product,10,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barang masih di segel pas sampai.....packing sangat aman....pesanan sesuai warna yg di pesan.original Samsung dan garansi resmi.puasss,5,barang segel pas sesuai warna samsung garansi,6,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Mantab gan,5,mantab gan,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"barang sampai dengan selamaat...pengiriman cepat, kualaitas oke",5,barang cepat kualaitas oke,2,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Sudah mendarat dengan aman. Murah dari toko sebelah,5,darat aman murah toko belah,-6,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"barang original, pangiriman cepat, keren pokonya deh",5,barang original pangiriman cepat keren pokok deh,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Produk sesuai dengan foto dan deskripsi produk yang dijual. Recommended!,5,produk sesuai foto deskripsi produk jual recommended,9,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,proses kirim cepet. respon cepat.. baru dipakai 1 hari dan memuaskan.. nanti diupdate 3 bulan lagi.. thanks seller. sukses selalu,5,proses kirim cepat respon cepat pakai muas diupdate thanks seller sukses,16,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"barang sampai dengan aman, dan sejauh ini udah 5 hari berfungsi dengan baik. barang juga lengkap. kamera bagus. alhamdulillah dapet diskon dan cashback juga. ga bisa up v... ",5,barang aman fungsi barang lengkap kamera bagus alhamdulillah diskon cashback up v,4,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Barang sesuai, IMEI terdaftar, penjual ramah dan fast respond, dan harga yang pas. Pake kurir instan serasa beli gofood, kurang dari 1 jam langsung terima. Thank you sell... ",5,barang sesuai imei daftar jual ramah fast respond harga pas pakai kurir instan serasa beli gofood jam langsung terima thank you sel,18,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Lumayan puaslah,5,lumayan puas,2,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"gercep nyampe, barang masih disegel, admin ramah dan responsif. top markotop deh👍",5,gercep barang segel admin ramah responsif top markotop deh,7,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"siippppp, sampai dengan selamat",4,sip selamat,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"barang masih di segel,jelas produk ori  salut sama penjualnya sabar ramah dan amanah",5,barang segel produk orisinal salut jual sabar ramah amanah,19,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"terlepas dari hpnya yang emang bagus, toko centang biru memang tidak mengecewakan 👍🏻",5,lepas hpnya bagus toko centang biru kecewa,-9,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,promo gasiiii,5,promo gas,-1,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"seller ngeproses ordernya kilat, warna sesuai, bnib resmi sein, puas sama hp dan pelayanannya 👍",5,seller ngeproses order kilat warna sesuai bnib resmi sein puas hp layan,9,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,sesuai pesanan dan warnany sama....,5,sesuai pesan warna,2,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Berfungsi baik.. Harga pas di dompet dibanding seller lain, baru aktivasi 10 harian.. mantap",5,fungsi harga pas dompet banding seller aktivasi hari mantap,13,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Diterima dlm kondisi baik, HP berfungsi normal, tampilan cakep, berat wajar, baterai awet, HP jarang panas.",5,terima kondisi hp fungsi normal tampil cakep berat wajar baterai awet hp jarang panas,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Pengiriman cepat, barang masih sealed. Everything looks good so far!",5,kirim cepat barang sealed everything looks good sok far,7,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"ori, tersegel, pengiriman on time, promo nya ok, recomended",5,orisinal segel kirim on time promo nya ok recomended,12,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,oiuhhjgdasykooiuyteqaxbkllkgscbmklpouytewdhj,5,oiuhhjgdasykooiuyteqaxbkllkgscbmklpouytewdhj,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"garansi sein, semua sesuai, barang original, pengiriman cma 2 jam, lebi cpat dri estimasi",5,garansi sein sesuai barang original kirim jam lebi cpat estimasi,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Ori. Pemakaian 3 bulan tidak ada kendala. Mantul.,5,orisinal pakai kendala mantul,3,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,tokoh yang sangat bisa di andalkan barangnya ori.,5,tokoh andal barang orisinal,7,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Pengiriman Cepat , seller responsif , packing aman , terima kasih",5,kirim cepat seller responsif packing aman terima kasih,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"kardus packing remuk tapi kardus handphone aman. selebihnya oke, semoga awet.",5,kardus packing remuk kardus handphone aman lebih oke moga awet,4,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,mantap mantap,5,mantap mantap,10,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Barang baru dan dikirim dengan cepat. Untuk penggunaan, so far A54 ini mumpuni dan terasa flagship dengan harga separo flagship. Desainnya juga sangat cantik. minusnya mu... ",5,barang kirim cepat guna sok far mumpuni flagship harga paro flagship desain cantik minus mu,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barang datang dengan aman semoga dapat awet  terimakasih penjual serta kurir yang sudah mengantar,5,barang aman moga awet terimakasih jual kurir antar,11,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"kurirnya lama parah bgt, harusnya cukup 2 hari tapi ini 8 hari baru sampai",3,kurir parah banget,-4,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Cepet bangett sampenya. Untuk review nya aku gatau soalnya beliin adek. So far gaada komplain 👍🏻🙏🏻,5,cepat banget sampenya review nya tau belikan adek sok far komplain,-4,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Good condition, paking aman hape kondisi awal sangat baik, aman. joss gandoss",5,good condition paking aman hape kondisi aman jos gandos,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"barang sampai dgn selamat, bagus, pengiriman aman. adminnya responsive bgt, suka suka suka 😍",5,barang selamat bagus kirim aman adminnya responsive banget suka suka suka,12,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,baik ori,5,orisinal,3,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Recommended seller 👍,5,recommended seller,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barang sesuai harga terhangkau👍,5,barang sesuai harga terhangkau,6,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Produk sesuai dengan foto dan deskripsi produk yang dijual. Recommended!,5,produk sesuai foto deskripsi produk jual recommended,9,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"pengiriman cepat. grecep, produk mantap. recomended",5,kirim cepat grecep produk mantap recomended,10,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barang diterima dengan baik dan bagus. sejauh ini produk aman2 aja. barang original.,5,barang terima bagus produk barang original,3,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,belanja ke 2 kali nya good bgt,5,belanja kali nya good banget,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Barang sesuai request. packing ktn + buble. unit tersegel. pengiriman cepat. tks,5,barang sesuai request packing ktn buble unit segel kirim cepat tks,1,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barang sampai dengan selamat. seller ramah dan responsif sekali. pengiriman cepat bgt pakai instan. HP nyala dengan baik. semoga awet dan berguna. suka bangeeeet,5,barang selamat seller ramah responsif kirim cepat banget pakai instan hp nyala moga awet guna suka banget,19,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"pengiriman cepat, seller fast respons, produk original, harga mantab",5,kirim cepat seller fast respons produk original harga mantab,11,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barang diterima cepat...penjual responsif..kurir baik...kualitas barang lumayan...agak cepat panas.,4,barang terima barang lumayan cepat panas,2,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,wow....sungguh canggih..ternyata bisa buat dengerin music juga lho,5,canggih dengar music lho,3,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Produk sesuai pesanan. Respons dan pengiriman cepat. Packing aman.,5,produk sesuai pesan respons kirim cepat packing aman,10,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"barang sudah dicek semua berfungsi baik, dan memang mantap ini kamera nya, rasa flagship. pengiriman super tepat waktu. makasih gan..",5,barang cek fungsi mantap kamera nya flagship kirim super terima kasih gan,7,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,seller baik hati...🤞,5,seller,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"mantap diterima dalam kondisi baik, trmksh",5,mantap terima kondisi trmksh,7,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Sampai tepat waktu, kondisi baik, dpt lebih murah dari toko sebelah, trims",5,kondisi murah toko belah terima kasih,-1,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Barang mendarat dengan mulus,5,barang darat mulus,-3,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,terima kasih pesanan sdh diterima dgn baik n masih segel👍👍👍🙏,5,terima kasih pesan terima n segel,4,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Barang Ori.. Kebetulan dapet promo yg lebih murah 600rb Dari official store. Lumayan buat beli charger sama asesoris lain.,5,barang orisinal promo murah official store lumayan beli charger asesoris,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"ketika sampai dan saya terima barang masih keadaan disegel, kualitas original, sesuai dengan pesanan saya, waktu pengiriman sangat cepat sesuai estimasi",5,terima barang segel kualitas original sesuai pesan kirim cepat sesuai estimasi,13,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,bagus banget hp nya,5,bagus banget hp nya,-1,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,bagus,5,bagus,-2,negative
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,ngarepnya mesti promo ya dpt case atau apa anti gores kitu.hahahaaa,5,ngarepnya mesti promo ya case anti gores,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,keren,5,keren,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,pengiriman cepat produk sesuai harga paling murah dibanding toko lain,5,kirim cepat produk sesuai harga murah banding toko,12,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,mantappp... kerennn....,5,mantap keren,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,good jobs,5,good jobs,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Terima kasih ... barang bagus ... semoga sukses selalu... dan lebih banyak promo promonya....,5,terima kasih barang bagus moga sukses promo promonya,8,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"sudah di terima, sudah di buka HP nya masih segel, belum di coba nyalain soalnya buat kado, semoga berfungsi dengan baik",5,terima buka hp nya segel coba nyalain kado moga fungsi,6,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,top mantab is the best.. pemakaian baru 10 hari. oke oke aja. batrei aman sesuai pemakaian. suhu hp juga aman sesuai pemakaian.,5,top mantab is the best pakai oke oke batrei aman sesuai pakai suhu hp aman sesuai pakai,15,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barang datang dengan aman dan kondisi baik terima kasih,5,barang aman kondisi terima kasih,3,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Produk sesuai dengan foto dan deskripsi produk yang dijual. Recommended!,5,produk sesuai foto deskripsi produk jual recommended,9,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barang masih disegel,5,barang segel,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"A54 5G bagus sesuai ekspektasi, kamera bagus. Cuma mungkin mesin geternya kurang begitu oke. Kalau pas update sistem dan apps, suhu bisa melonjak panas diawal. Kamera bag... ",5,bagus sesuai ekspektasi kamera bagus mesin geternya oke pas update sistem apps suhu lonjak panas awal kamera bag,1,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Mantap jiwa ini barang nya istimewa dan belum di aktivasi,👍",5,mantap jiwa barang nya istimewa aktivasi,7,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Awalnya ragu… tapi ternyata recomended banget…. Biarkan jempol dan bintang yang berbicara👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,recomended biar jempol bintang bicara,2,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Berfungsi dg baik,5,fungsi,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,mantap asix asixx,5,mantap asix asix,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,mantab,5,mantab,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,respon cepat dan pengiriman paling terbaik dan cepat banget..  packaging pun aman. makasi banyak ya,5,respon cepat kirim baik cepat banget packaging aman terima kasih ya,14,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"barang original tersegel plastik asli samsung dan stiker, packing aman, warna sesuai request, harga ok. sangat puas",5,barang original segel plastik asli samsung stiker packing aman warna sesuai request harga puas,11,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,produk bagus pengiriman cepet segel utuh,5,produk bagus kirim cepat segel utuh,3,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"terimakasih, barangnya udah diterima tanpa kurang satupun, pengiriman cepet banget pesen hari sabtu siang, minggu malem udah nyampe. mantap abiez",5,terimakasih barang terima satu kirim cepat banget pesan sabtu siang minggu malam mantap abiez,15,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,pengirimannya cepat tapi bungkusnya kurang aman jadi kotak rusak. mudah mudahan awet,4,kirim cepat bungkus aman kotak rusak mudah mudah awet,8,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Produk Ori  Seller fast response  Sukses selalu,5,produk orisinal seller fast response sukses,9,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Nice sekali sesuai yg diharapkan. hp nya Compact, karena gak dpt charger, paling saya pake charger punya iPad inter soalnya colokannya sama. langsung update",5,nice sesuai harap hp nya compact charger pakai charger ipad inter colok langsung update,9,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Topppp,5,top,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,muchas gracias,5,muchas gracias,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Mantap, ga kecewa beli ditoko ini. pengiriman nya cepet.. Checkout sore malam nya langsung kirim, unit ori ga ada kendala apapun. mantap",5,mantap kecewa beli toko kirim nya cepat checkout sore malam nya langsung kirim unit orisinal kendala apa mantap,11,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Mantap keren bagus packing pakai buble,5,mantap keren bagus packing pakai buble,3,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,barang sampai dengan selamat.kondisi box masi tersegel rapih.pokoknya top markotop,5,barang box segel top markotop,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Barang masih disegel, original, harga termurah, packing juga sangat aman. Ga pernah ga puas co hp di sini",5,barang segel original harga murah packing aman puas cowok hp,7,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,okehhhh,5,okeh,0,neutral
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"barang sesuai, pelayanan ramah & cepat",5,barang sesuai layan ramah cepat,5,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,selesai order langsung dikirim.. barang datang lebih cepat dari estimasi. recommended seller 👍🏼👍🏼,5,selesai order langsung kirim barang cepat estimasi recommended seller,3,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,"Alhamdulillah diterima dengan kondisi baik. Pengiriman super cepat, pagi pesan, siangnya sampai.",5,alhamdulillah terima kondisi kirim super cepat pagi pesan siang,7,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,Alhamdulillah bagus dan rekomendasi.. tapi memang a54 agak panas,5,alhamdulillah bagus rekomendasi panas,4,positive
"Samsung Galaxy A54 5G - Black, PROMO 8/128 GB",Handphone,mantep harga paling miring,5,mantap harga miring,4,positive
